"placeId","title","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","address","permanentlyClosed","searchPageLoadedUrl"
"ChIJw8OREgAvdTER3lOiMlpjrrg","Passio Trần Cao Vân","Quán cà phê",,,,,,,,,,"Quán cà phê","25 Trần Cao Vân, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJoadg-0kpdTERAxjJ-7UO844","Quynh Nhu 137 Foot Massage","Bác sĩ trị liệu xoa bóp",,,,,,,,,,"Bác sĩ trị liệu xoa bóp","149 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJzT5GAK8vdTERX5qsow6unI8","Zion Sky Lounge and Dining","Nhà hàng",,,,,,,,,,"Nhà hàng","87A Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ0eEuJP0vdTERKGKuAHuq5Hc","Koko Coffee Quận 1","Quán cà phê",,,,,,,,,,"Quán cà phê","11 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, TP, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJrTS9bUEvdTEREE1cXAd9mvY","Trường Đại học Ngân hàng TP.HCM - Trụ sở chính","Trường đại học",,,,,,,,,,"Trường đại học","36 Tôn Thất Đạm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJe02E3cwodTEREiQiQfWPNJg","Cơm Tấm Bụi Sài Gòn","Nhà hàng cơm",,,,,,,,,,"Nhà hàng cơm","100 Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJsfntd0AvdTERdgUjB_drRrE","Bảo tàng Mỹ thuật Thành phố Hồ Chí Minh","Bảo tàng nghệ thuật","Điểm thu hút khách du lịch",,,,,,,,,"Bảo tàng nghệ thuật","97A P. Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJq6He0kMvdTERcW7_9GkkHjo","Cột cờ Thủ Ngữ","Điểm mốc lịch sử",,,,,,,,,,"Điểm mốc lịch sử","QP94+WGW, Đ. Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJT6IsZl4vdTERbVryalMW3VY","Cheese Coffee (15 Pasteur)","Quán cà phê",,,,,,,,,,"Quán cà phê","15 Pasteur, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJH9N0fTgvdTERUasnXPXIBGU","Bếp Nhà Lục Tỉnh","Nhà hàng",,,,,,,,,,"Nhà hàng","37 Đ. Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJpeN6mhIvdTERYrt4uLCHtj0","Cầu Khánh Hội","Cầu",,,,,,,,,,"Cầu","QP94+G6P, Nguyễn Tất Thành, Phường 18, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ8T5IpgwvdTER0GQhYohftjc","TNR Tower","Văn phòng công ty",,,,,,,,,,"Văn phòng công ty","192 Đ. Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJPej36D8vdTERH7nuWyJVnQw","Phở Phú Vương","Nhà hàng phở","Nhà hàng chuyên phục vụ bữa sáng",,,,,,,,,"Nhà hàng phở","120 Đ. Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJPan4tK8vdTER1C8IggjmDGI","Lacàph Coffee Experiences Space","Quán cà phê","Cơ sở rang cà phê","Cửa hàng cà phê","Nhà bán buôn cà phê","Đại lý du lịch","Nhà điều hành du lịch","Điểm thu hút khách du lịch",,,,"Quán cà phê","Upstairs, 220 Đ. Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJn7vQ-EEvdTERYQReWzT8jYg","Trường Đại học Luật TP.HCM","Trường đại học","Trường luật",,,,,,,,,"Trường đại học","2 Nguyễn Tất Thành, Phường 13, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJDe4t3EEvdTER5IxRvYK2KO8","The Coffee Plus","Quán cà phê",,,,,,,,,,"Quán cà phê","33B Đ. Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJe4-cDu8vdTERYVJ_VeKTnbs","Give Away Premium Quận 1","Cửa hàng quần áo cũ",,,,,,,,,,"Cửa hàng quần áo cũ","1 P. Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJEacF6ukvdTERrM9ZKYPYy5A","CITIGYM (Bến Vân Đồn)","Phòng tập thể dục",,,,,,,,,,"Phòng tập thể dục","35 Đ. Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJfbIYdWovdTERX5m7zdO0am0","Saigon Royal Residences","Khu tổ hợp công quản",,,,,,,,,,"Khu tổ hợp công quản","9 Nguyễn Trường Tộ, Phường 12, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJeeWUvGovdTERUXAv_H6nLg4","Quán Nhớ Tuyết","Nhà hàng",,,,,,,,,,"Nhà hàng","70 Đ. Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJM2TAadUvdTERNnAquTC3zXg","Chợ Dân Sinh","Chợ",,,,,,,,,,"Chợ","104n Đ. Yersin, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJCQXis2ovdTERnB8IS8JHKN4","Banh Canh Cua Anh Vũ","Quán ăn nhỏ",,,,,,,,,,"Quán ăn nhỏ","19 Đ. Calmette, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJkbotYGovdTERXVUL7XaoN0g","Icon 56 Building","Chung cư",,,,,,,,,,"Chung cư","56 Đ. Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJly3ZmhYmdTERZwCx2dKJ1KU","BENARAS Indian Restaurant","Nhà hàng Ấn Độ","Nhà hàng lục địa","Nhà hàng món chay",,,,,,,,"Nhà hàng Ấn Độ","21B Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7792781,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ031z3UkvdTERb3A_HHVw1ks","Deutsches Haus Ho Chi Minh City","Văn phòng công ty",,,,,,,,,,"Văn phòng công ty","33 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7792781,106.7026056,17z?hl=vi&entry=ttu"
